broad_region_value,broad_region,specific_region_value,specific_region,place_value,place
50000,Brazil,50300,Pernambuco,50311,Recife
50000,Brazil,50300,Pernambuco,50312,Rio Paraíba do Norte
50000,Brazil,50300,Pernambuco,50313,Olinda
50000,Brazil,50300,Pernambuco,50314,Penedo
50000,Brazil,50300,Pernambuco,50315,Vila Bela
50000,Brazil,50300,Pernambuco,50399,"Pernambuco, place unspecified"
50000,Brazil,50400,Southeast Brazil,50402,Baía de Botafogo
50000,Brazil,50400,Southeast Brazil,50403,Baía de Sepetiba
50000,Brazil,50400,Southeast Brazil,50404,Cabo de Búzios
50000,Brazil,50400,Southeast Brazil,50405,Cabo Frio
50000,Brazil,50400,Southeast Brazil,50406,Campos
50000,Brazil,50400,Southeast Brazil,50407,Cananéia
50000,Brazil,50400,Southeast Brazil,50408,Copacabana
50000,Brazil,50400,Southeast Brazil,50409,Dois Rios
50000,Brazil,50400,Southeast Brazil,50410,Ilha de Paquetá
50000,Brazil,50400,Southeast Brazil,50411,Ilha das Palmas
50000,Brazil,50400,Southeast Brazil,50412,Ilha Grande
50000,Brazil,50400,Southeast Brazil,50413,Ilha de Lobes
50000,Brazil,50400,Southeast Brazil,50414,Ilha de Marambaia
50000,Brazil,50400,Southeast Brazil,50415,Angra dos Reis
50000,Brazil,50400,Southeast Brazil,50416,Macaé
50000,Brazil,50400,Southeast Brazil,50417,Mangaratiba
50000,Brazil,50400,Southeast Brazil,50418,Maricá
50000,Brazil,50400,Southeast Brazil,50419,Paranaguá
50000,Brazil,50400,Southeast Brazil,50420,Parati
50000,Brazil,50400,Southeast Brazil,50421,Ponta Negro
50000,Brazil,50400,Southeast Brazil,50422,Rio de Janeiro
50000,Brazil,50400,Southeast Brazil,50423,Rio de Janeiro province
50000,Brazil,50400,Southeast Brazil,50424,"Rio de Janeiro, Sao Paulo, Santa Catarina"
50000,Brazil,50400,Southeast Brazil,50425,Angra dos Reis e Mangaratiba
50000,Brazil,50400,Southeast Brazil,50426,"Rio Grande do Sul, place unspecified"
50000,Brazil,50400,Southeast Brazil,50427,Rio São Jeso
50000,Brazil,50400,Southeast Brazil,50428,Santos
50000,Brazil,50400,Southeast Brazil,50429,Antonina
50000,Brazil,50400,Southeast Brazil,50430,São Sebastião
50000,Brazil,50400,Southeast Brazil,50431,Santa Catarina
50000,Brazil,50400,Southeast Brazil,50432,Ariró
50000,Brazil,50400,Southeast Brazil,50433,Ubatuba
50000,Brazil,50400,Southeast Brazil,50434,Vitória
50000,Brazil,50400,Southeast Brazil,50435,Laguna
50000,Brazil,50400,Southeast Brazil,50436,Ilha dos Porcos
50000,Brazil,50400,Southeast Brazil,50437,São Vicente
50000,Brazil,50400,Southeast Brazil,50438,Espírito Santo
50000,Brazil,50400,Southeast Brazil,50439,Benevente
50000,Brazil,50400,Southeast Brazil,50440,Campos e Macaé
50000,Brazil,50400,Southeast Brazil,50441,Cananéia e Iguape
50000,Brazil,50400,Southeast Brazil,50442,Caraguatatuba
50000,Brazil,50400,Southeast Brazil,50443,Guarapari
50000,Brazil,50400,Southeast Brazil,50444,Guaratiba
50000,Brazil,50400,Southeast Brazil,50445,Guaratuba
50000,Brazil,50400,Southeast Brazil,50446,Iguape
50000,Brazil,50400,Southeast Brazil,50447,Itabapoana
50000,Brazil,50400,Southeast Brazil,50448,Itaguaí
50000,Brazil,50400,Southeast Brazil,50449,Itaipu
50000,Brazil,50400,Southeast Brazil,50450,Itajaí
50000,Brazil,50400,Southeast Brazil,50451,Itapemirim
50000,Brazil,50400,Southeast Brazil,50452,Itapocorói
50000,Brazil,50400,Southeast Brazil,50453,Jerumirim
50000,Brazil,50400,Southeast Brazil,50454,Jerumirim e Mangaratiba
50000,Brazil,50400,Southeast Brazil,50455,Mambucaba
50000,Brazil,50400,Southeast Brazil,50456,Porto Alegre
50000,Brazil,50400,Southeast Brazil,50457,Porto Belo
50000,Brazil,50400,Southeast Brazil,50458,Portos do Sul
50000,Brazil,50400,Southeast Brazil,50459,Rio das Ostras
50000,Brazil,50400,Southeast Brazil,50460,Rio Doce
50000,Brazil,50400,Southeast Brazil,50461,Rio Grande
50000,Brazil,50400,Southeast Brazil,50462,Rio São Francisco do Sul
50000,Brazil,50400,Southeast Brazil,50463,Rio São João
50000,Brazil,50400,Southeast Brazil,50464,São Mateus
50000,Brazil,50400,Southeast Brazil,50465,Vila Nova
50000,Brazil,50400,Southeast Brazil,50466,Araçariguama
50000,Brazil,50400,Southeast Brazil,50467,Barbacena
50000,Brazil,50400,Southeast Brazil,50468,Florianópolis
50000,Brazil,50400,Southeast Brazil,50469,Jacareí
50000,Brazil,50400,Southeast Brazil,50471,Mariana Minas Gerais
50000,Brazil,50400,Southeast Brazil,50472,Minas Gerais State
50000,Brazil,50400,Southeast Brazil,50473,Niterói
50000,Brazil,50400,Southeast Brazil,50474,Curitiba
50000,Brazil,50400,Southeast Brazil,50475,Santa Catarina State
50000,Brazil,50400,Southeast Brazil,50476,São Paulo
50000,Brazil,50400,Southeast Brazil,50477,Silvianópolis
50000,Brazil,50400,Southeast Brazil,50478,Sorocaba
50000,Brazil,50400,Southeast Brazil,50479,Tatuí
50000,Brazil,50400,Southeast Brazil,50481,Viana
50000,Brazil,50400,Southeast Brazil,50482,Cerrito
50000,Brazil,50400,Southeast Brazil,50483,Fazenda do Largo
50000,Brazil,50400,Southeast Brazil,50484,Guarainha
50000,Brazil,50400,Southeast Brazil,50485,Imbetiba
50000,Brazil,50400,Southeast Brazil,50486,Ipanema
50000,Brazil,50400,Southeast Brazil,50487,Itacuruçá
50000,Brazil,50400,Southeast Brazil,50488,Leopoldina
50000,Brazil,50400,Southeast Brazil,50489,Pelotas
50000,Brazil,50400,Southeast Brazil,50490,Piúma
50000,Brazil,50400,Southeast Brazil,50491,São João da Barra
50000,Brazil,50400,Southeast Brazil,50499,"Southeast Brazil, port unspecified"
50000,Brazil,50500,Other Brazil,50599,"Brazil, place unspecified"
60000,Africa,60100,Senegambia and Offshore Atlantic,60101,Albreda
60000,Africa,60100,Senegambia and Offshore Atlantic,60102,Arguim
60000,Africa,60100,Senegambia and Offshore Atlantic,60103,Bissagos
60000,Africa,60100,Senegambia and Offshore Atlantic,60104,Bissau
60000,Africa,60100,Senegambia and Offshore Atlantic,60105,Cacheu
60000,Africa,60100,Senegambia and Offshore Atlantic,60106,Casamance
60000,Africa,60100,Senegambia and Offshore Atlantic,60107,Galam
60000,Africa,60100,Senegambia and Offshore Atlantic,60108,Gambia
60000,Africa,60100,Senegambia and Offshore Atlantic,60109,Gorée
60000,Africa,60100,Senegambia and Offshore Atlantic,60110,James Fort
60000,Africa,60100,Senegambia and Offshore Atlantic,60111,"Joal, or Saloum River"
60000,Africa,60100,Senegambia and Offshore Atlantic,60112,Oibo
60000,Africa,60100,Senegambia and Offshore Atlantic,60113,Portudal
60000,Africa,60100,Senegambia and Offshore Atlantic,60114,Portuguese Guinea
60000,Africa,60100,Senegambia and Offshore Atlantic,60115,Rio Bolola
60000,Africa,60100,Senegambia and Offshore Atlantic,60116,Rio Bramiah
60000,Africa,60100,Senegambia and Offshore Atlantic,60117,Rio Grande
60000,Africa,60100,Senegambia and Offshore Atlantic,60118,Saint-Louis
60000,Africa,60100,Senegambia and Offshore Atlantic,60119,French Africa (Goree or Senegal)
60000,Africa,60100,Senegambia and Offshore Atlantic,60126,Cape Verde Islands
60000,Africa,60100,Senegambia and Offshore Atlantic,60127,Santa Catarina do Fogo
60000,Africa,60100,Senegambia and Offshore Atlantic,60128,Madeira
60000,Africa,60100,Senegambia and Offshore Atlantic,60129,Azores
60000,Africa,60100,Senegambia and Offshore Atlantic,60141,Canary Islands
60000,Africa,60100,Senegambia and Offshore Atlantic,60142,Tenerife
60000,Africa,60100,Senegambia and Offshore Atlantic,60143,McCarthy Island
60000,Africa,60100,Senegambia and Offshore Atlantic,60145,River Gambie
60000,Africa,60100,Senegambia and Offshore Atlantic,60146,Dakar
60000,Africa,60100,Senegambia and Offshore Atlantic,60147,"São Nicolau, Cape Verde"
60000,Africa,60100,Senegambia and Offshore Atlantic,60148,Senegal
60000,Africa,60100,Senegambia and Offshore Atlantic,60199,"Senegambia and offshore Atlantic, port unspecified"
60000,Africa,60200,Sierra Leone,60201,Banana Islands
60000,Africa,60200,Sierra Leone,60202,Bance/Bunce Island
60000,Africa,60200,Sierra Leone,60203,Ben's Island
60000,Africa,60200,Sierra Leone,60204,Cacandia
60000,Africa,60200,Sierra Leone,60205,Côte de Malaguette (runs through to Cape Palmas on Windward Coast)
60000,Africa,60200,Sierra Leone,60206,Delagoa
60000,Africa,60200,Sierra Leone,60207,Freetown
60000,Africa,60200,Sierra Leone,60208,Gallinhas
60000,Africa,60200,Sierra Leone,60209,Garraway Roads
60000,Africa,60200,Sierra Leone,60210,Iles de Los
60000,Africa,60200,Sierra Leone,60211,Iles Plantain
60000,Africa,60200,Sierra Leone,60212,Rio Nunez
60000,Africa,60200,Sierra Leone,60213,Rio Pongo
60000,Africa,60200,Sierra Leone,60214,Scarcies
60000,Africa,60200,Sierra Leone,60216,Settra Kou
60000,Africa,60200,Sierra Leone,60217,Sherbro
60000,Africa,60200,Sierra Leone,60218,Siraboom
60000,Africa,60200,Sierra Leone,60219,Sugary (Siekere)
60000,Africa,60200,Sierra Leone,60220,Sierra Leone estuary
60000,Africa,60200,Sierra Leone,60221,Bundu
60000,Africa,60200,Sierra Leone,60241,Mano
60000,Africa,60200,Sierra Leone,60242,River Kissey
60000,Africa,60200,Sierra Leone,60243,Bathurst (Leopold)
60000,Africa,60200,Sierra Leone,60244,Kissy
60000,Africa,60200,Sierra Leone,60245,Charlotte
60000,Africa,60200,Sierra Leone,60246,Gloucester
60000,Africa,60200,Sierra Leone,60247,Hastings
60000,Africa,60200,Sierra Leone,60248,Waterloo
60000,Africa,60200,Sierra Leone,60249,Regent
60000,Africa,60200,Sierra Leone,60253,Aberdeen
60000,Africa,60200,Sierra Leone,60254,Wellington
60000,Africa,60200,Sierra Leone,60256,Wilberforce
60000,Africa,60200,Sierra Leone,60257,Newlands
60000,Africa,60200,Sierra Leone,60258,Murray
60000,Africa,60200,Sierra Leone,60259,Leicester
60000,Africa,60200,Sierra Leone,60260,Fraser Town
60000,Africa,60200,Sierra Leone,60261,Denham Town (Lumley)
60000,Africa,60200,Sierra Leone,60262,Lumley
60000,Africa,60200,Sierra Leone,60263,Kissy and Wellington
60000,Africa,60200,Sierra Leone,60264,Goderich
60000,Africa,60200,Sierra Leone,60265,Kent
60000,Africa,60200,Sierra Leone,60266,Kent School
60000,Africa,60200,Sierra Leone,60267,Mountain School
60000,Africa,60200,Sierra Leone,60268,Portuguese Town
60000,Africa,60200,Sierra Leone,60269,Western District
60000,Africa,60200,Sierra Leone,60270,Mountains
60000,Africa,60200,Sierra Leone,60271,Tombo
60000,Africa,60200,Sierra Leone,60272,Sussex
60000,Africa,60200,Sierra Leone,60273,Calmont
60000,Africa,60200,Sierra Leone,60274,Allenstown
60000,Africa,60200,Sierra Leone,60299,"Sierra Leone, port unspecified"
60000,Africa,60300,Windward Coast,60301,Barason
60000,Africa,60300,Windward Coast,60302,Bassa
60000,Africa,60300,Windward Coast,60303,Batoa
60000,Africa,60300,Windward Coast,60304,Bercou
60000,Africa,60300,Windward Coast,60305,Cap des Palmes
60000,Africa,60300,Windward Coast,60306,Cape Mount (Cape Grand Mount)
60000,Africa,60300,Windward Coast,60307,Cape Petit Mount
60000,Africa,60300,Windward Coast,60308,Cape Grand Mount
60000,Africa,60300,Windward Coast,60309,Cape Lahou
60000,Africa,60300,Windward Coast,60310,Cess
60000,Africa,60300,Windward Coast,60311,Grand Cess
60000,Africa,60300,Windward Coast,60312,Petit Cess
60000,Africa,60300,Windward Coast,60313,Dembia
60000,Africa,60300,Windward Coast,60314,Drouin
60000,Africa,60300,Windward Coast,60315,Grand Bassa
60000,Africa,60300,Windward Coast,60316,Little Bassa
60000,Africa,60300,Windward Coast,60317,Grand Bassam
60000,Africa,60300,Windward Coast,60318,Grand Junk
60000,Africa,60300,Windward Coast,60319,Little Junk
60000,Africa,60300,Windward Coast,60321,Grand Mesurado
60000,Africa,60300,Windward Coast,60322,Petit Mesurado
60000,Africa,60300,Windward Coast,60324,Rio Assini
60000,Africa,60300,Windward Coast,60325,Rio Cavalie
60000,Africa,60300,Windward Coast,60326,Rio Sinou
60000,Africa,60300,Windward Coast,60327,River Kissey
60000,Africa,60300,Windward Coast,60328,Sassandra
60000,Africa,60300,Windward Coast,60329,Grand Sestos
60000,Africa,60300,Windward Coast,60330,Rock Sestos
60000,Africa,60300,Windward Coast,60331,St. Paul
60000,Africa,60300,Windward Coast,60332,Tabou
60000,Africa,60300,Windward Coast,60333,Trade Town
60000,Africa,60300,Windward Coast,60334,Liberia
60000,Africa,60300,Windward Coast,60335,Ivory Coast
60000,Africa,60300,Windward Coast,60336,Young Sestos
60000,Africa,60300,Windward Coast,60337,Little Sestos
60000,Africa,60300,Windward Coast,60338,Kru Settra
60000,Africa,60300,Windward Coast,60339,Cape Palmas
60000,Africa,60300,Windward Coast,60340,Settra Kru
60000,Africa,60300,Windward Coast,60341,Sugury
60000,Africa,60300,Windward Coast,60399,"Windward Coast, place unspecified"
60000,Africa,60400,Gold Coast,60402,Danish Gold Coast
60000,Africa,60400,Gold Coast,60403,Acoda (Akka or Acquida)
60000,Africa,60400,Gold Coast,60404,Accra
60000,Africa,60400,Gold Coast,60405,Alampo
60000,Africa,60400,Gold Coast,60407,Anomabu and Apam
60000,Africa,60400,Gold Coast,60408,Anomabu
60000,Africa,60400,Gold Coast,60409,Apammin
60000,Africa,60400,Gold Coast,60410,Apollonia
60000,Africa,60400,Gold Coast,60411,Axim
60000,Africa,60400,Gold Coast,60412,Cape Coast Castle
60000,Africa,60400,Gold Coast,60413,Chama
60000,Africa,60400,Gold Coast,60414,Christiansborg
60000,Africa,60400,Gold Coast,60415,Elmina
60000,Africa,60400,Gold Coast,60416,Eva
60000,Africa,60400,Gold Coast,60417,Kormantine
60000,Africa,60400,Gold Coast,60418,Lagoo
60000,Africa,60400,Gold Coast,60419,Mouree
60000,Africa,60400,Gold Coast,60420,Ningo
60000,Africa,60400,Gold Coast,60421,Rio Volta
60000,Africa,60400,Gold Coast,60422,Sekondi
60000,Africa,60400,Gold Coast,60423,Siekere
60000,Africa,60400,Gold Coast,60424,Tantumquerry
60000,Africa,60400,Gold Coast,60425,Wiamba
60000,Africa,60400,Gold Coast,60426,Gold Coast from Kormatine to Accra
60000,Africa,60400,Gold Coast,60427,Gold Coast east of Kormantine
60000,Africa,60400,Gold Coast,60428,Pokesoe (Princes Town)
60000,Africa,60400,Gold Coast,60429,Boutry
60000,Africa,60400,Gold Coast,60431,Takoradi
60000,Africa,60400,Gold Coast,60432,Padeora
60000,Africa,60400,Gold Coast,60433,Nanga
60000,Africa,60400,Gold Coast,60434,Prampram
60000,Africa,60400,Gold Coast,60499,"Gold Coast, port unspecified"
60000,Africa,60500,Bight of Benin,60501,Benin
60000,Africa,60500,Bight of Benin,60502,"Costa da Mina, place unspecified"
60000,Africa,60500,Bight of Benin,60503,Aghway
60000,Africa,60500,Bight of Benin,60504,Agora
60000,Africa,60500,Bight of Benin,60505,Amokou
60000,Africa,60500,Bight of Benin,60506,Ardra
60000,Africa,60500,Bight of Benin,60507,Badagry/Apa
60000,Africa,60500,Bight of Benin,60508,Dixcove
60000,Africa,60500,Bight of Benin,60509,Epe
60000,Africa,60500,Bight of Benin,60510,Popo
60000,Africa,60500,Bight of Benin,60511,Little Popo
60000,Africa,60500,Bight of Benin,60512,Grand Popo
60000,Africa,60500,Bight of Benin,60513,Ife
60000,Africa,60500,Bight of Benin,60514,Jacquin
60000,Africa,60500,Bight of Benin,60515,"Whydah, Ouidah"
60000,Africa,60500,Bight of Benin,60516,Keta
60000,Africa,60500,Bight of Benin,60517,"Lagos, Onim"
60000,Africa,60500,Bight of Benin,60518,Lamo River
60000,Africa,60500,Bight of Benin,60519,Lay
60000,Africa,60500,Bight of Benin,60520,Legas
60000,Africa,60500,Bight of Benin,60521,Oerê
60000,Africa,60500,Bight of Benin,60522,Pataquery
60000,Africa,60500,Bight of Benin,60523,Porto Novo
60000,Africa,60500,Bight of Benin,60524,Rio Forcados/Formosa/Benin
60000,Africa,60500,Bight of Benin,60525,Rio Nazareth
60000,Africa,60500,Bight of Benin,60526,Rio Nun
60000,Africa,60500,Bight of Benin,60530,"Bristol Island, Nazareth"
60000,Africa,60500,Bight of Benin,60599,"Bight of Benin, place unspecified"
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60601,Andony
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60602,Barabalemo
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60603,Bilbay
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60604,Bimbia
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60605,Bonny
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60607,Bundy
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60608,Calabar
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60609,Cameroons
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60610,Cameroons River
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60611,Cape Baxos
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60612,Cap Lopez
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60613,Cap Lopez And Cabo Santa Catarina
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60614,Cape Lopez and Annobon
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60615,Corisco
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60616,Corisco and Princes Island
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60617,Fockey
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60618,Forke
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60619,Formosa
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60620,Gabon
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60621,Liverpool River
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60622,New Calabar
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60623,Quaqua
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60624,River Brass
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60625,River del Rey
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60626,Timbeys
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60627,Rio Nazareth
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60628,Calabary
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60635,Duke Town
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60636,Tom Shotts Town
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60637,Creek Town
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60638,Ekrikok towns
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60639,Old Town
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60660,Gulf of Guinea islands
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60661,Annobon
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60662,Epee and Princes Islands
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60663,Fernando Po
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60664,Fernando Po and Cameroons
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60665,Fernando Po and Princes Islands
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60666,Juda and Princes Islands
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60667,"Juda, Epee, Princes Island, and Annobon"
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60668,Princes Island
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60669,Princes Island and Annobon
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60670,Princes Island and Cape Lopez
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60671,Princes Island and São Tomé
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60672,"Principe, Cap Lopez, Annobon"
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60673,São Tomé
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60674,São Tomé and Annobon
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60675,São Tomé and Cape Lopez
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60676,São Tomé or Princes Island
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60677,Costa de Africa (mainland coast around S Tome/Principe)
60000,Africa,60600,Bight of Biafra and Gulf of Guinea Islands,60699,"Bight of Biafra and Gulf of Guinea Islands, port unspecified"
60000,Africa,60700,West Central Africa and St. Helena,60701,Alecuba
60000,Africa,60700,West Central Africa and St. Helena,60702,Ambona
60000,Africa,60700,West Central Africa and St. Helena,60703,Ambriz
60000,Africa,60700,West Central Africa and St. Helena,60704,Ambrizete
60000,Africa,60700,West Central Africa and St. Helena,60705,"Barra de Cariba, Luanda"
60000,Africa,60700,West Central Africa and St. Helena,60706,Bengo
60000,Africa,60700,West Central Africa and St. Helena,60707,Benguela
60000,Africa,60700,West Central Africa and St. Helena,60708,Benguela Velho
60000,Africa,60700,West Central Africa and St. Helena,60709,Boary
60000,Africa,60700,West Central Africa and St. Helena,60710,Bomara
60000,Africa,60700,West Central Africa and St. Helena,60711,Cabinda
60000,Africa,60700,West Central Africa and St. Helena,60712,Cabo Lopo Gonçalves
60000,Africa,60700,West Central Africa and St. Helena,60713,Cape Mole
60000,Africa,60700,West Central Africa and St. Helena,60714,Cape Padroon
60000,Africa,60700,West Central Africa and St. Helena,60715,Coanza River
60000,Africa,60700,West Central Africa and St. Helena,60716,Congo North
60000,Africa,60700,West Central Africa and St. Helena,60717,Congo River
60000,Africa,60700,West Central Africa and St. Helena,60718,Rio Zaire
60000,Africa,60700,West Central Africa and St. Helena,60719,Grenada Point
60000,Africa,60700,West Central Africa and St. Helena,60720,Iron Point
60000,Africa,60700,West Central Africa and St. Helena,60721,Kacongo
60000,Africa,60700,West Central Africa and St. Helena,60722,Kilongo
60000,Africa,60700,West Central Africa and St. Helena,60723,Liverpool River
60000,Africa,60700,West Central Africa and St. Helena,60724,Loango
60000,Africa,60700,West Central Africa and St. Helena,60725,Malembo
60000,Africa,60700,West Central Africa and St. Helena,60726,Mayumba
60000,Africa,60700,West Central Africa and St. Helena,60727,Metrueba
60000,Africa,60700,West Central Africa and St. Helena,60728,"Mossulo, Luanda"
60000,Africa,60700,West Central Africa and St. Helena,60729,Mpinda
60000,Africa,60700,West Central Africa and St. Helena,60730,Novo Redondo
60000,Africa,60700,West Central Africa and St. Helena,60731,Penido
60000,Africa,60700,West Central Africa and St. Helena,60732,Quicombo
60000,Africa,60700,West Central Africa and St. Helena,60733,Salinas
60000,Africa,60700,West Central Africa and St. Helena,60734,Luanda
60000,Africa,60700,West Central Africa and St. Helena,60735,Rio Dande (N of Luanda)
60000,Africa,60700,West Central Africa and St. Helena,60739,Ascension Island
60000,Africa,60700,West Central Africa and St. Helena,60740,St. Helena
60000,Africa,60700,West Central Africa and St. Helena,60741,Soyo
60000,Africa,60700,West Central Africa and St. Helena,60742,"Ponta da Lenha, Congo River"
60000,Africa,60700,West Central Africa and St. Helena,60799,"West Central Africa and St. Helena, port unspecified"
60000,Africa,60800,East Africa and Indian Ocean Islands,60801,Anghoza River
60000,Africa,60800,East Africa and Indian Ocean Islands,60802,Cabo Delgado
60000,Africa,60800,East Africa and Indian Ocean Islands,60803,Cape of Good Hope
60000,Africa,60800,East Africa and Indian Ocean Islands,60805,Costa Leste Occidental
60000,Africa,60800,East Africa and Indian Ocean Islands,60806,Ibo
60000,Africa,60800,East Africa and Indian Ocean Islands,60807,Inhambane
60000,Africa,60800,East Africa and Indian Ocean Islands,60808,Quirimba
60000,Africa,60800,East Africa and Indian Ocean Islands,60809,Kilwa
60000,Africa,60800,East Africa and Indian Ocean Islands,60810,Lourenço Marques
60000,Africa,60800,East Africa and Indian Ocean Islands,60811,Madagascar
60000,Africa,60800,East Africa and Indian Ocean Islands,60812,Mauratan
60000,Africa,60800,East Africa and Indian Ocean Islands,60813,Morondova
60000,Africa,60800,East Africa and Indian Ocean Islands,60814,Port Dauphin
60000,Africa,60800,East Africa and Indian Ocean Islands,60815,St. Mary's Island
60000,Africa,60800,East Africa and Indian Ocean Islands,60816,Tulia
60000,Africa,60800,East Africa and Indian Ocean Islands,60817,Mocambo
60000,Africa,60800,East Africa and Indian Ocean Islands,60819,Momboza or Zanzibar
60000,Africa,60800,East Africa and Indian Ocean Islands,60820,Mozambique
60000,Africa,60800,East Africa and Indian Ocean Islands,60821,"Pomba, Monfia"
60000,Africa,60800,East Africa and Indian Ocean Islands,60822,Quilimane
60000,Africa,60800,East Africa and Indian Ocean Islands,60823,Sofala
60000,Africa,60800,East Africa and Indian Ocean Islands,60824,St. Lawrence
60000,Africa,60800,East Africa and Indian Ocean Islands,60826,Zanzibar
60000,Africa,60800,East Africa and Indian Ocean Islands,60831,Mascarene Islands
60000,Africa,60800,East Africa and Indian Ocean Islands,60832,Bourbon
60000,Africa,60800,East Africa and Indian Ocean Islands,60833,Ile de France
60000,Africa,60800,East Africa and Indian Ocean Islands,60834,Port-Louis
60000,Africa,60800,East Africa and Indian Ocean Islands,60836,Johanna Island
60000,Africa,60800,East Africa and Indian Ocean Islands,60837,Mauritius (Ile de France)
60000,Africa,60800,East Africa and Indian Ocean Islands,60838,"Ascension, Assomption, and Bourbon"
60000,Africa,60800,East Africa and Indian Ocean Islands,60839,Angossy Bay
60000,Africa,60800,East Africa and Indian Ocean Islands,60840,Antongil Bay
60000,Africa,60800,East Africa and Indian Ocean Islands,60841,Assada
60000,Africa,60800,East Africa and Indian Ocean Islands,60842,Boina
60000,Africa,60800,East Africa and Indian Ocean Islands,60843,"Bombetoc, Bombetoka, Mahajanga, Majunga"
60000,Africa,60800,East Africa and Indian Ocean Islands,60844,Bonnivoul
60000,Africa,60800,East Africa and Indian Ocean Islands,60845,Farantangane
60000,Africa,60800,East Africa and Indian Ocean Islands,60846,Foulpointe
60000,Africa,60800,East Africa and Indian Ocean Islands,60847,Luna Roads
60000,Africa,60800,East Africa and Indian Ocean Islands,60848,Manabullo
60000,Africa,60800,East Africa and Indian Ocean Islands,60849,"Manazary, Manajary"
60000,Africa,60800,East Africa and Indian Ocean Islands,60850,Mangally
60000,Africa,60800,East Africa and Indian Ocean Islands,60851,"Maningare, Manningare"
60000,Africa,60800,East Africa and Indian Ocean Islands,60852,"Massalege, Massaliege, Massaly, Magelage, Mazalagem"
60000,Africa,60800,East Africa and Indian Ocean Islands,60853,Matitanana
60000,Africa,60800,East Africa and Indian Ocean Islands,60854,Morondava
60000,Africa,60800,East Africa and Indian Ocean Islands,60855,"Morongany, Morongambo, Maringando"
60000,Africa,60800,East Africa and Indian Ocean Islands,60856,Pointe Larée
60000,Africa,60800,East Africa and Indian Ocean Islands,60857,Sadian Bon Porto
60000,Africa,60800,East Africa and Indian Ocean Islands,60858,Saint Augustine's Bay; St. Augustin Bay
60000,Africa,60800,East Africa and Indian Ocean Islands,60859,Sainte Luce
60000,Africa,60800,East Africa and Indian Ocean Islands,60860,Tsiribihina
60000,Africa,60800,East Africa and Indian Ocean Islands,60861,Vohemar; Wohemar Bay
60000,Africa,60800,East Africa and Indian Ocean Islands,60862,Delagoa Bay
